Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,22328,10/9/2023,-0.265175762,-0.263829361,-0.239568241,21,100
Market-Adjusted Model,22329,10/9/2023,0.48823522,0.60005806,0.513842741,21,100
Market-Adjusted Model,22332,10/9/2023,0.002757328,0.027986565,0.028364849,21,100
Market-Adjusted Model,22333,10/9/2023,-0.01014391,0.025351221,0.01546361,21,100
Market-Adjusted Model,22334,10/9/2023,-0.343406583,-0.339873325,-0.317799063,21,100
Market-Adjusted Model,22335,10/9/2023,-0.009097328,-0.023183143,-0.023021265,13,100
Market-Adjusted Model,22340,10/9/2023,-0.004622194,0.00590302,0.004222561,3,100
Market-Adjusted Model,22341,10/9/2023,0.001860507,0.027140385,0.027468028,21,100
Market-Adjusted Model,22342,10/9/2023,-0.31964739,-0.286034307,-0.294039869,21,100
Market-Adjusted Model,22343,10/9/2023,-0.27480914,-0.286012106,-0.24920162,21,100
Market-Adjusted Model,22344,10/9/2023,0.006833758,0.040886008,0.032441278,21,100
Market-Adjusted Model,22345,10/9/2023,-0.108707761,-0.086798133,-0.08310024,21,100
Market-Adjusted Model,22346,10/9/2023,0.020599187,0.045798993,0.046206707,21,100
Market-Adjusted Model,22347,10/9/2023,-0.326633158,-0.327955379,-0.301025638,21,100
Market-Adjusted Model,22348,10/9/2023,-0.270148314,-0.271741531,-0.244540794,21,100
Market-Adjusted Model,22351,10/9/2023,-0.376811573,-0.413790916,-0.351204053,21,100
Market-Adjusted Model,22354,10/9/2023,-0.018649077,0.006535013,0.006958444,21,100
Market-Adjusted Model,22355,10/9/2023,-0.01249992,0.012806182,0.013107601,21,100
Market-Adjusted Model,22359,10/9/2023,0.000937229,0.026132268,0.026544749,21,100
Market-Adjusted Model,22360,10/9/2023,-0.039411202,-0.013728332,-0.013803682,21,100
Market-Adjusted Model,22361,10/9/2023,0.071538486,0.096844411,0.097146006,21,100
Market-Adjusted Model,22362,10/9/2023,-0.045286668,-0.016103148,-0.019679147,21,100
Market-Adjusted Model,22363,10/9/2023,-0.043717587,-0.018851013,-0.018110067,21,100
Market-Adjusted Model,22364,10/9/2023,-0.031326691,-0.005714531,-0.00571917,21,100
Market-Adjusted Model,22367,10/9/2023,-0.013125298,0.012029717,0.012482223,21,100
Market-Adjusted Model,22368,10/9/2023,-0.04224748,-0.017058708,-0.01663996,21,100
Market-Adjusted Model,22369,10/9/2023,-0.052912872,-0.020452399,-0.027305351,21,100
Market-Adjusted Model,22371,10/9/2023,-0.008930471,0.016258629,0.016677049,21,100
Market-Adjusted Model,22372,10/9/2023,-0.016406485,0.008922305,0.009201036,21,100
Market-Adjusted Model,22375,10/9/2023,0.001725293,0.026928499,0.027332814,21,100
Market-Adjusted Model,22376,10/9/2023,-0.021114672,0.004100677,0.004492849,21,100
Market-Adjusted Model,22378,10/9/2023,-0.018995931,0.006371854,0.006611589,21,100
Market-Adjusted Model,22379,10/9/2023,0.00335711,0.028742179,0.028964631,21,100
Market-Adjusted Model,22380,10/9/2023,-0.417284001,-0.443243491,-0.391676481,21,100
Market-Adjusted Model,22383,10/9/2023,-0.004345461,0.020906026,0.02126206,21,100
Market-Adjusted Model,22384,10/9/2023,0.00183819,0.027139967,0.02744571,21,87
Market-Adjusted Model,22385,10/9/2023,-0.076574306,-0.053006328,-0.050966786,21,100
Market-Adjusted Model,22386,10/9/2023,-0.043171058,-0.017980149,-0.017563537,21,100
Market-Adjusted Model,22387,10/9/2023,-0.02671426,-0.000823107,-0.00110674,21,100
Market-Adjusted Model,22388,10/9/2023,-0.059515031,-0.035271115,-0.03390751,21,100
Market-Adjusted Model,22389,10/9/2023,-0.000856189,0.025570751,0.024751331,21,100
Market-Adjusted Model,22392,10/9/2023,-0.046554107,-0.02161019,-0.020946587,21,100
Market-Adjusted Model,22393,10/9/2023,-0.037855127,-0.012876028,-0.012247606,21,100
Market-Adjusted Model,22394,10/9/2023,-0.005403419,0.019842594,0.020204101,21,100
Market-Adjusted Model,22395,10/9/2023,-0.00384615,0.021369006,0.02176137,21,100
Market-Adjusted Model,22396,10/9/2023,-0.059187288,-0.035184974,-0.033579768,21,100
Market-Adjusted Model,22397,10/9/2023,-0.071815239,-0.047978491,-0.046207718,21,100
Market-Adjusted Model,22398,10/9/2023,-0.017934838,0.007360591,0.007672682,21,100
Market-Adjusted Model,22399,10/9/2023,-0.138067114,-0.117284389,-0.112459594,21,100
Market-Adjusted Model,22404,10/9/2023,-0.011406555,0.013952002,0.014200965,21,100
Market-Adjusted Model,22406,10/9/2023,-0.008031202,0.017411458,0.017576318,21,100
Market-Adjusted Model,22407,10/9/2023,-0.025790608,-0.000759371,-0.000183088,21,100
Market-Adjusted Model,22409,10/9/2023,0.019349498,0.045448836,0.044957018,21,100
Market-Adjusted Model,22412,10/9/2023,-0.027608877,-0.002184054,-0.002001356,21,100
Market-Adjusted Model,22414,10/9/2023,-0.101112673,-0.078041019,-0.075505152,21,100
Market-Adjusted Model,22415,10/9/2023,0.181387772,0.198829928,0.206995292,21,100
Market-Adjusted Model,22416,10/9/2023,-0.192714486,-0.183271567,-0.167106966,21,100
Market-Adjusted Model,22418,10/9/2023,-0.276131044,-0.278069658,-0.250523524,21,100
Market-Adjusted Model,22419,10/9/2023,0.005714326,0.030906121,0.031321846,21,100
Market-Adjusted Model,22420,10/9/2023,0.004694854,0.029907589,0.030302374,21,100
Market-Adjusted Model,22422,10/9/2023,-0.392927342,-0.457635662,-0.367319822,21,100
Market-Adjusted Model,22423,10/9/2023,0.031869076,0.070561963,0.057476596,21,100
Market-Adjusted Model,22424,10/9/2023,-0.113913079,-0.09152538,-0.088305559,21,100
Market-Adjusted Model,22425,10/9/2023,0.000864698,0.035587982,0.026472218,21,100
Market-Adjusted Model,22426,10/9/2023,-0.174672484,-0.16012244,-0.149064963,21,100
Market-Adjusted Model,22428,10/9/2023,-0.064898163,-0.04042597,-0.039290643,21,100
Market-Adjusted Model,22431,10/9/2023,-0.042977848,-0.016821353,-0.017370327,21,100
Market-Adjusted Model,22433,10/9/2023,-0.073615571,-0.049568039,-0.048008051,21,100
Market-Adjusted Model,22434,10/9/2023,-0.049542162,-0.024966722,-0.023934641,21,100
Market-Adjusted Model,22435,10/9/2023,-0.033638532,-0.008326848,-0.008031011,21,100
Market-Adjusted Model,22436,10/9/2023,-0.023587693,0.00199683,0.002019828,21,100
Market-Adjusted Model,22440,10/9/2023,-0.871818187,-0.827119601,-0.861102211,19,100
Market-Adjusted Model,22441,10/9/2023,-0.021803196,0.003913163,0.003804324,21,100
Market-Adjusted Model,22442,10/9/2023,-0.02834851,-0.002848772,-0.002740989,21,100
Market-Adjusted Model,22443,10/9/2023,-0.029855876,-0.004343016,-0.004248355,21,100
Market-Adjusted Model,22444,10/9/2023,-0.044441729,-0.019313362,-0.018834209,21,100
Market-Adjusted Model,22446,10/9/2023,-0.047076276,-0.022395597,-0.021468755,21,100
Market-Adjusted Model,22447,10/9/2023,-0.011606313,0.013877241,0.014001207,21,100
Market-Adjusted Model,22451,10/9/2023,-0.061219395,-0.036646397,-0.035611875,21,100
Market-Adjusted Model,22452,10/9/2023,-0.052244901,-0.027468111,-0.02663738,21,100
Market-Adjusted Model,22454,10/9/2023,-0.035480768,-0.010422554,-0.009873247,21,100
Market-Adjusted Model,22455,10/9/2023,-0.021883864,0.003570756,0.003723656,21,100
Market-Adjusted Model,22457,10/9/2023,-0.019909754,0.005248927,0.005697766,21,100
Market-Adjusted Model,22458,10/9/2023,-0.00421744,0.021563892,0.021390081,21,100
Market-Adjusted Model,22459,10/9/2023,-0.054286914,-0.029813804,-0.028679393,21,100
Market-Adjusted Model,22462,10/9/2023,-0.002394256,0.022831676,0.023213265,21,100
Market-Adjusted Model,22463,10/9/2023,-0.004858478,0.020357495,0.020749043,21,100
Market-Adjusted Model,22464,10/9/2023,-0.005153137,0.020139406,0.020454384,21,100
Market-Adjusted Model,22465,10/9/2023,-0.086756994,-0.048513326,-0.061149474,21,100
Market-Adjusted Model,22466,10/9/2023,-0.113352342,-0.089912875,-0.087744821,21,100
Market-Adjusted Model,22467,10/9/2023,-0.022530358,0.003130513,0.003077162,21,100
Market-Adjusted Model,22468,10/9/2023,-0.038844564,-0.012898688,-0.013237043,21,100
Market-Adjusted Model,22469,10/9/2023,-0.018338055,0.006733431,0.007269465,21,100
Market-Adjusted Model,22471,10/9/2023,-0.018613176,0.007364363,0.006994345,21,100
Market-Adjusted Model,22472,10/9/2023,-0.080907878,-0.057470236,-0.055300358,21,100
Market-Adjusted Model,22473,10/9/2023,-0.045793265,-0.021452382,-0.020185745,21,100
Market-Adjusted Model,22474,10/9/2023,-0.013645232,-0.018163775,-0.017787301,11,100
Market-Adjusted Model,22475,10/9/2023,-0.068348637,-0.044619853,-0.042741116,21,100
Market-Adjusted Model,22479,10/9/2023,-0.063532405,-0.035148259,-0.037924885,21,100
Market-Adjusted Model,22481,10/9/2023,-0.016683085,0.009035094,0.008924436,21,100
Market-Adjusted Model,22482,10/9/2023,-0.020910407,0.004898026,0.004697113,21,100
Market-Adjusted Model,22483,10/9/2023,-0.032665428,-0.007098904,-0.007057907,21,100
Market-Adjusted Model,22484,10/9/2023,-0.069307165,-0.046206073,-0.043699644,21,100
Market-Adjusted Model,22485,10/9/2023,-0.027136272,-0.002065974,-0.001528752,21,100
Market-Adjusted Model,22486,10/9/2023,-0.039299158,-0.013805185,-0.013691637,21,100
Market-Adjusted Model,22487,10/9/2023,-0.037234026,-0.011848347,-0.011626505,21,100
Market-Adjusted Model,22490,10/9/2023,-0.003770277,0.022211129,0.021837243,21,100
Market-Adjusted Model,22491,10/9/2023,-0.056077703,-0.03084161,-0.030470182,21,100
Market-Adjusted Model,22492,10/9/2023,-0.071782062,-0.048133644,-0.046174542,21,100
Market-Adjusted Model,22493,10/9/2023,-0.010421431,0.015891528,0.01518609,21,100
Market-Adjusted Model,22495,10/9/2023,-0.072395263,-0.049032509,-0.046787742,21,100
Market-Adjusted Model,22498,10/9/2023,-0.03269116,-0.005809865,-0.00708364,21,100
Market-Adjusted Model,22499,10/9/2023,0.03011004,0.060964471,0.05571756,21,100
Market-Adjusted Model,22502,10/9/2023,-0.000914145,0.009365856,0.009424998,2,100
Market-Adjusted Model,22503,10/9/2023,0.191240866,0.207523091,0.216848387,21,100
Market-Adjusted Model,22504,10/9/2023,0.01008255,0.035265681,0.03569007,21,100
Market-Adjusted Model,22505,10/9/2023,0.003213944,0.028506334,0.028821464,21,100
Market-Adjusted Model,22506,10/9/2023,0.010569832,0.035745605,0.036177352,21,100
Market-Adjusted Model,22507,10/9/2023,0.00183819,0.027049482,0.02744571,21,100
Market-Adjusted Model,22508,10/9/2023,0.005671117,0.03087059,0.031278638,21,100
Market-Adjusted Model,22509,10/9/2023,-0.049488986,-0.022095815,-0.023881466,21,100
Market-Adjusted Model,22512,10/9/2023,0.006563497,0.031863185,0.032171018,21,100
Market-Adjusted Model,22514,10/9/2023,-0.118644063,-0.075367164,-0.093036542,21,100
Market-Adjusted Model,22515,10/9/2023,-0.107142874,-0.083213258,-0.081535353,21,100
Market-Adjusted Model,22516,10/9/2023,-0.945714283,-1.809641215,-0.956192489,12,100
Market-Adjusted Model,22517,10/9/2023,-0.057699916,-0.031503237,-0.032092396,21,100
Market-Adjusted Model,22520,10/9/2023,-0.135999999,-0.117658282,-0.110392478,21,100
Market-Adjusted Model,22521,10/9/2023,0.001904805,0.027420765,0.027512326,21,100
Market-Adjusted Model,22523,10/9/2023,-0.151973648,-0.125212037,-0.126366127,21,100
Market-Adjusted Model,22527,10/9/2023,0.005140216,0.030379623,0.030747736,21,100
Market-Adjusted Model,22529,10/9/2023,0.006475456,0.037633947,0.032082977,21,100
Market-Adjusted Model,22530,10/9/2023,2.439252238,2.587943139,2.464859758,21,100
Market-Adjusted Model,22531,10/9/2023,0.001392701,0.026594685,0.027000221,21,100
Market-Adjusted Model,22532,10/9/2023,0.05355494,0.083483463,0.07916246,21,100
Market-Adjusted Model,22535,10/9/2023,0.003816882,0.0291279,0.029424403,21,100
Market-Adjusted Model,22536,10/9/2023,-0.050324672,-0.00881547,-0.024717151,21,100
Market-Adjusted Model,22537,10/9/2023,-0.133587759,-0.109929318,-0.107980239,21,100
Market-Adjusted Model,22538,10/9/2023,-0.319444456,-0.332537829,-0.293836935,21,100
Market-Adjusted Model,22539,10/9/2023,-0.004219425,0.021282825,0.021388095,21,100
Market-Adjusted Model,22540,10/9/2023,-0.004283267,0.021109585,0.021324253,21,100
Market-Adjusted Model,22543,10/9/2023,0.003738315,0.029280366,0.029345835,21,100
Market-Adjusted Model,22544,10/9/2023,0.002862661,0.028061943,0.028470182,21,100
Market-Adjusted Model,22546,10/9/2023,0.00897661,0.034368776,0.03458413,21,100
Market-Adjusted Model,22547,10/9/2023,-0.013392824,0.011917218,0.012214697,21,100
Market-Adjusted Model,22548,10/9/2023,0.001401158,0.027102223,0.027008678,21,100
Market-Adjusted Model,22549,10/9/2023,0.000462243,0.025669871,0.026069764,21,100
Market-Adjusted Model,22551,10/9/2023,0.126000008,0.283334652,0.151607529,21,100
Market-Adjusted Model,22552,10/9/2023,0.004604069,0.029793192,0.03021159,21,100
Market-Adjusted Model,22553,10/9/2023,-0.328124972,-0.33954813,-0.302517452,21,100
Market-Adjusted Model,22554,10/9/2023,0.005504538,0.03070122,0.031112059,21,100
Market-Adjusted Model,22555,10/9/2023,-0.024151097,0.002227772,0.001456424,21,100
Market-Adjusted Model,22556,10/9/2023,0.002780327,0.027993472,0.028387848,21,100
Market-Adjusted Model,22557,10/9/2023,-0.090742416,-0.046984727,-0.065134896,21,100
Market-Adjusted Model,22558,10/9/2023,-0.052478152,-0.025640221,-0.026870631,21,100
Market-Adjusted Model,22559,10/9/2023,-0.0046084,0.020793988,0.020999121,21,100
Market-Adjusted Model,22561,10/9/2023,-0.20750987,-0.135161661,-0.18190235,21,100
Market-Adjusted Model,22562,10/9/2023,0.005830887,0.123949318,0.031438408,21,100
Market-Adjusted Model,22563,10/9/2023,0.002803714,0.028010225,0.028411234,21,100
Market-Adjusted Model,22565,10/9/2023,-0.520136987,-0.520669161,-0.494529466,21,100
Market-Adjusted Model,22566,10/9/2023,-0.004643993,0.038281725,0.020963528,21,100
Market-Adjusted Model,22567,10/9/2023,0.002340788,0.027545951,0.027948309,21,100
Market-Adjusted Model,22570,10/9/2023,-0.001833136,0.023599077,0.023774385,21,100
Market-Adjusted Model,22573,10/9/2023,0.004964149,0.03019997,0.030571669,21,100
Market-Adjusted Model,22574,10/9/2023,-0.004672916,0.020635469,0.020934605,21,100
Market-Adjusted Model,22578,10/9/2023,-0.273780766,-0.260914972,-0.248173245,21,100
Market-Adjusted Model,22579,10/9/2023,-0.406542045,-0.450561289,-0.401863405,5,100
Market-Adjusted Model,22580,10/9/2023,0.010757413,0.037293211,0.036364933,21,100
Market-Adjusted Model,22582,10/9/2023,0.005043804,0.030856515,0.030651324,21,100
Market-Adjusted Model,22583,10/9/2023,-0.429341295,-0.499159396,-0.403733775,21,100
Market-Adjusted Model,22586,10/9/2023,-0.23076925,-0.204498745,-0.20516173,21,100
Market-Adjusted Model,22587,10/9/2023,0.004788873,0.030010737,0.030396394,21,100
Market-Adjusted Model,22588,10/9/2023,0.000919139,0.026136665,0.02652666,21,100
Market-Adjusted Model,22589,10/9/2023,-0.728584309,-1.056844474,-0.702976789,21,100
Market-Adjusted Model,22591,10/9/2023,-1.13E-10,0.02521412,0.02560752,21,100
Market-Adjusted Model,22592,10/9/2023,-0.117889555,-0.09813,-0.092282035,21,100
Market-Adjusted Model,22594,10/9/2023,0.003721016,0.028961093,0.029328536,21,100
Market-Adjusted Model,22595,10/9/2023,-0.03534442,-0.009912036,-0.009736899,21,100
Market-Adjusted Model,22596,10/9/2023,-0.012820562,0.012920537,0.012786959,21,100
Market-Adjusted Model,22597,10/9/2023,-0.020016662,0.005875572,0.005590859,21,100
Market-Adjusted Model,22598,10/9/2023,-0.235588921,-0.21933756,-0.2099814,21,100
Market-Adjusted Model,22600,10/9/2023,0.002798483,0.02800516,0.028406003,21,100
Market-Adjusted Model,22602,10/9/2023,-0.393761034,-0.422514162,-0.368153514,21,100
Market-Adjusted Model,22603,10/9/2023,0.391748786,1.015211927,0.417356307,21,100
Market-Adjusted Model,22608,10/9/2023,0.010213524,0.0353788,0.035821044,21,100
Market-Adjusted Model,22610,10/9/2023,-0.176801616,-0.155278888,-0.151194096,21,100
Market-Adjusted Model,22612,10/9/2023,-0.008060918,0.017403168,0.017546603,21,100
Market-Adjusted Model,22615,10/9/2023,0.004290502,0.030011723,0.029898022,21,100
Market-Adjusted Model,22616,10/9/2023,0.007561429,0.032752934,0.03316895,21,100
Market-Adjusted Model,22618,10/9/2023,-0.089220585,-0.0639502,-0.063613065,21,100
Market-Adjusted Model,22619,10/9/2023,-0.084415585,-0.050147352,-0.058808064,21,100
Market-Adjusted Model,22620,10/9/2023,-0.021519817,0.010644861,0.004087703,21,100
Market-Adjusted Model,22623,10/9/2023,0.015857197,0.044394869,0.041464717,21,100
Market-Adjusted Model,22624,10/9/2023,0.004143565,0.029401614,0.029751086,21,100
Market-Adjusted Model,22625,10/9/2023,0.015959803,0.041189836,0.041567323,21,100
Market-Adjusted Model,22626,10/9/2023,-0.109848421,-0.08578706,-0.084240901,21,100
Market-Adjusted Model,22627,10/9/2023,0.014814792,0.078343068,0.040422312,21,100
Market-Adjusted Model,22628,10/9/2023,0.00410772,0.029305336,0.02971524,21,100
Market-Adjusted Model,22629,10/9/2023,-0.101910876,-0.042073697,-0.076303356,21,100
Market-Adjusted Model,22630,10/9/2023,-0.001193637,0.000417818,0.000762343,10,100
Market-Adjusted Model,22631,10/9/2023,0.001422417,0.026613539,0.027029938,21,100
Market-Adjusted Model,22632,10/9/2023,0.005135327,0.030345746,0.030742848,21,100
Market-Adjusted Model,22634,10/9/2023,0.078212285,0.123636147,0.103819805,21,100
Market-Adjusted Model,22635,10/9/2023,0.004752779,0.029956844,0.030360299,21,100
Market-Adjusted Model,22636,10/9/2023,-0.01627567,0.017507356,0.009331851,21,100
Market-Adjusted Model,22638,10/9/2023,-0.334426262,-0.346019956,-0.308818741,21,100
Market-Adjusted Model,22639,10/9/2023,-0.008723623,0.016826869,0.016883898,21,100
Market-Adjusted Model,22640,10/9/2023,0.002313708,0.027521041,0.027921229,21,100
Market-Adjusted Model,22643,10/9/2023,-0.391175017,-0.361077023,-0.365567496,21,100
Market-Adjusted Model,22644,10/9/2023,-0.1092437,-0.086990745,-0.08363618,21,100
Market-Adjusted Model,22645,10/9/2023,-0.003574617,0.021677626,0.022032904,21,100
Market-Adjusted Model,22646,10/9/2023,2.757128E-12,0.025231921,0.025607521,21,100
Market-Adjusted Model,22650,10/9/2023,0.001852751,0.027153466,0.027460271,21,100
Market-Adjusted Model,22652,10/9/2023,0.003053027,-0.001056973,-0.001056973,1,100
Market-Adjusted Model,22654,10/9/2023,-0.020739449,0.004341991,0.004868071,21,100
Market-Adjusted Model,22655,10/9/2023,-0.174399132,-0.037753888,-0.148791611,21,100
Market-Adjusted Model,22659,10/9/2023,-0.035939088,0.016370295,-0.010331567,21,100
Market-Adjusted Model,22660,10/9/2023,-0.314917101,-0.334976245,-0.289309581,21,100
Market-Adjusted Model,22661,10/9/2023,0.001883282,0.027074996,0.027490803,21,100
Market-Adjusted Model,22662,10/9/2023,0.042128637,0.069615931,0.067736158,21,100
Market-Adjusted Model,22666,10/9/2023,0.009777832,0.035260095,0.035385352,21,100
Market-Adjusted Model,22667,10/9/2023,0.085924962,0.141740915,0.111532482,21,100
Market-Adjusted Model,22668,10/9/2023,-0.004274602,0.001466881,0.001588471,6,100
Market-Adjusted Model,22669,10/9/2023,0.001381884,0.026593511,0.026989404,21,100
Market-Adjusted Model,22670,10/9/2023,-0.402597375,-0.445145891,-0.376989854,21,100
Market-Adjusted Model,22671,10/9/2023,-0.045253949,-0.020420037,-0.019646429,21,100
Market-Adjusted Model,22674,10/9/2023,0.003248334,0.028447281,0.028855855,21,100
Market-Adjusted Model,22675,10/9/2023,0.003211079,-0.009040127,-0.008601616,16,100
Market-Adjusted Model,22676,10/9/2023,0.00850663,0.033687617,0.034114151,21,100
Market-Adjusted Model,22678,10/9/2023,0.002373097,0.027607773,0.027980617,21,100
Market-Adjusted Model,22679,10/9/2023,-0.368723391,-0.402487873,-0.343115871,21,100
Market-Adjusted Model,22682,10/9/2023,-0.047816217,-0.022075781,-0.022208696,21,100
Market-Adjusted Model,22683,10/9/2023,0.004599834,0.029800828,0.030207354,21,100
Market-Adjusted Model,22684,10/9/2023,0.108671763,0.135007192,0.134279284,21,100
Market-Adjusted Model,22685,10/9/2023,0.003649632,0.028886269,0.029257152,21,100
Market-Adjusted Model,22686,10/9/2023,-0.035960568,-0.010547344,-0.010353048,21,100
Market-Adjusted Model,22688,10/9/2023,-0.276106174,-0.257444247,-0.250498654,21,100
Market-Adjusted Model,22689,10/9/2023,0.352414984,0.403798864,0.378022505,21,100
Market-Adjusted Model,22691,10/9/2023,-0.003710571,0.025093931,0.021896949,21,100
Market-Adjusted Model,22692,10/9/2023,-0.145153159,-0.127336575,-0.119545638,21,100
Market-Adjusted Model,22693,10/9/2023,0.004231319,0.029420945,0.029838839,21,100
Market-Adjusted Model,22695,10/9/2023,-0.010603239,0.015102955,0.015004282,21,100
Market-Adjusted Model,22696,10/9/2023,-0.029753392,-0.004414938,-0.004145872,21,100
Market-Adjusted Model,22697,10/9/2023,-0.009539067,0.0157365,0.016068454,21,100
Market-Adjusted Model,22698,10/9/2023,-0.050422148,-0.025018722,-0.024814627,21,100
Market-Adjusted Model,22703,10/9/2023,-0.000930254,0.024313648,0.024677267,21,100
Market-Adjusted Model,22704,10/9/2023,0.003275606,0.029159602,0.028883126,21,100
Market-Adjusted Model,22705,10/9/2023,-0.021611983,0.00434594,0.003995538,21,100
Market-Adjusted Model,22706,10/9/2023,0.01894566,0.04450199,0.04455318,21,100
Market-Adjusted Model,22707,10/9/2023,-0.030715699,-0.005577071,-0.005108178,21,100
Market-Adjusted Model,22709,10/9/2023,-0.029641195,0.004928503,-0.004033674,21,100
Market-Adjusted Model,22713,10/9/2023,-0.046894303,-0.019319493,-0.021286782,21,100
Market-Adjusted Model,22714,10/9/2023,-0.049777236,-0.024810424,-0.024169716,21,100
Market-Adjusted Model,22715,10/9/2023,0.005555506,0.030738452,0.031163026,21,100
Market-Adjusted Model,22716,10/9/2023,-0.019498319,0.00680693,0.006109201,21,100
Market-Adjusted Model,22717,10/9/2023,-0.036378917,-0.011024171,-0.010771396,21,100
Market-Adjusted Model,22718,10/9/2023,-0.012760381,0.012840487,0.01284714,21,100
Market-Adjusted Model,22719,10/9/2023,-0.00813183,0.017335886,0.017475691,21,100
Market-Adjusted Model,22720,10/9/2023,-0.007516242,0.017845114,0.018091279,21,100
Market-Adjusted Model,22721,10/9/2023,0.005303032,0.030540416,0.030910553,21,100
Market-Adjusted Model,22722,10/9/2023,0.005509593,0.030693081,0.031117113,21,100
Market-Adjusted Model,22724,10/9/2023,-0.00271735,0.022513845,0.022890171,21,100
Market-Adjusted Model,22725,10/9/2023,-0.035634658,-0.010043158,-0.010027138,21,100
Market-Adjusted Model,22726,10/9/2023,0.001371686,0.026758961,0.026979207,21,100
Market-Adjusted Model,22730,10/9/2023,-0.084174675,-0.061466967,-0.058567155,21,100
Market-Adjusted Model,22731,10/9/2023,0.008395536,0.033608514,0.034003057,21,100
Market-Adjusted Model,22738,10/9/2023,0.005230561,0.030423207,0.030838082,21,100
Market-Adjusted Model,22739,10/9/2023,-0.050998918,-0.026552284,-0.025391397,21,100
Market-Adjusted Model,22740,10/9/2023,-0.043697886,-0.018941098,-0.018090366,21,100
Market-Adjusted Model,22742,10/9/2023,0.001891296,0.027103836,0.027498817,21,100
Market-Adjusted Model,22743,10/9/2023,-0.086285784,-0.062524433,-0.060678263,21,100
Market-Adjusted Model,22746,10/9/2023,0.006190436,0.03137607,0.031797957,21,100
Market-Adjusted Model,22747,10/9/2023,-0.100000004,-0.069966481,-0.074392484,21,100
Market-Adjusted Model,22748,10/9/2023,0.008159579,0.033335966,0.033767099,21,100
Market-Adjusted Model,22749,10/9/2023,0.005596965,0.030821014,0.031204485,21,100
Market-Adjusted Model,22750,10/9/2023,0.00501133,0.030242062,0.030618851,21,100
Market-Adjusted Model,22752,10/9/2023,-0.028117342,-0.002306739,-0.002509821,21,100
Market-Adjusted Model,22756,10/9/2023,-0.019999982,0.012082111,0.005607539,21,100
Market-Adjusted Model,22757,10/9/2023,-0.228541884,-0.223383434,-0.202934363,21,100
Market-Adjusted Model,22758,10/9/2023,-0.046525274,-0.013028312,-0.020917753,21,100
Market-Adjusted Model,22762,10/9/2023,0.009812638,0.042901306,0.035420158,21,100
Market-Adjusted Model,22763,10/9/2023,0.492537292,0.464774257,0.518144812,21,100
Market-Adjusted Model,22764,10/9/2023,-0.000468306,0.024792135,0.025139215,21,100
Market-Adjusted Model,22765,10/9/2023,-0.361739125,-0.403042578,-0.336131605,21,100
Market-Adjusted Model,22766,10/9/2023,0.006404363,0.031639937,0.032011883,21,100
Market-Adjusted Model,22767,10/9/2023,-0.372583501,-0.403384205,-0.34697598,21,100
Market-Adjusted Model,22768,10/9/2023,-0.194700627,-0.177415071,-0.169093107,21,100
Market-Adjusted Model,22769,10/9/2023,0.001867367,0.027114205,0.027474888,21,100
Market-Adjusted Model,22770,10/9/2023,0.00417828,0.02967447,0.0297858,21,100
Market-Adjusted Model,22771,10/9/2023,-0.439560467,-0.50774605,-0.413952947,21,100
Market-Adjusted Model,22772,10/9/2023,0.114155246,0.16167527,0.139762766,21,100
Market-Adjusted Model,22773,10/9/2023,0.005758106,0.030940074,0.031365627,21,100
Market-Adjusted Model,22774,10/9/2023,-0.037477139,-0.007829451,-0.011869618,21,100
Market-Adjusted Model,22775,10/9/2023,0.013843991,0.042050818,0.039451511,21,100
Market-Adjusted Model,22776,10/9/2023,-0.102040844,-0.071755424,-0.076433323,21,100
Market-Adjusted Model,22777,10/9/2023,0.004604069,0.029790545,0.03021159,21,100
Market-Adjusted Model,22778,10/9/2023,-0.008466619,0.016915502,0.017140901,21,100
Market-Adjusted Model,22779,10/9/2023,0.006084837,0.032721929,0.031692358,21,100
Market-Adjusted Model,22780,10/9/2023,-0.230088488,-0.223426443,-0.204480968,21,97
Market-Adjusted Model,22781,10/9/2023,-0.111320735,-0.048938855,-0.085713214,21,100
Market-Adjusted Model,22782,10/9/2023,0.039106181,0.097454105,0.064713701,21,100
Market-Adjusted Model,22783,10/9/2023,-0.146551693,-0.111370532,-0.120944172,21,100
Market-Adjusted Model,22784,10/9/2023,0.030612201,0.152215197,0.056219722,21,100
Market-Adjusted Model,22785,10/9/2023,-0.354375877,-0.379158708,-0.328768357,21,100
Market-Adjusted Model,22786,10/9/2023,-0.068181863,-0.017364232,-0.042574343,21,100
Market-Adjusted Model,22789,10/9/2023,-0.027852697,-0.002096117,-0.002245177,21,100
Market-Adjusted Model,22790,10/9/2023,0.004677286,0.029862849,0.030284807,21,100
Market-Adjusted Model,22791,10/9/2023,0.004708116,0.029901713,0.030315636,21,100
Market-Adjusted Model,22792,10/9/2023,-0.018109535,0.007754916,0.007497986,21,100
Market-Adjusted Model,22793,10/9/2023,-0.054814818,0.028481003,-0.029207297,21,100
Market-Adjusted Model,22794,10/9/2023,0.002870788,0.028061,0.028478308,21,100
Market-Adjusted Model,22797,10/9/2023,0.23622053,0.26337876,0.26182805,21,100
Market-Adjusted Model,22798,10/9/2023,-0.315217404,-0.341778228,-0.289609884,21,100
Market-Adjusted Model,22799,10/9/2023,-0.016824378,0.009111676,0.008783143,21,100
