Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,90790,10/9/2023,-0.138576829,-0.109560689,-0.112969308,21,100
Market-Adjusted Model,90794,10/9/2023,0.039522678,0.065939038,0.065130199,21,100
Market-Adjusted Model,90796,10/9/2023,0.005769672,0.034756243,0.031377193,21,100
Market-Adjusted Model,90803,10/9/2023,0.138418148,0.170457956,0.164025669,21,100
Market-Adjusted Model,90808,10/9/2023,-0.055913546,-0.028759124,-0.030306025,21,100
Market-Adjusted Model,90825,10/9/2023,-0.147766341,-0.130313849,-0.122158821,21,100
Market-Adjusted Model,90827,10/9/2023,-0.047069427,-0.022141831,-0.021461906,21,100
Market-Adjusted Model,90829,10/9/2023,-0.046787821,-0.017458583,-0.021180301,21,100
Market-Adjusted Model,90834,10/9/2023,-0.080162413,-0.056773211,-0.054554893,21,100
Market-Adjusted Model,90835,10/9/2023,-0.053488838,-0.028799461,-0.027881317,21,100
Market-Adjusted Model,90837,10/9/2023,-0.043020621,-0.017857247,-0.017413101,21,100
Market-Adjusted Model,90850,10/9/2023,-0.05440258,-0.028028641,-0.02879506,21,100
Market-Adjusted Model,90856,10/9/2023,-0.138618701,-0.117681433,-0.11301118,21,100
Market-Adjusted Model,90857,10/9/2023,-0.188515324,-0.177061544,-0.162907804,21,100
Market-Adjusted Model,90866,10/9/2023,-0.097122275,-0.072426755,-0.071514754,21,100
Market-Adjusted Model,90868,10/9/2023,-0.06550986,-0.040245247,-0.03990234,21,100
Market-Adjusted Model,90870,10/9/2023,-0.064773526,-0.035410992,-0.039166005,21,100
Market-Adjusted Model,90875,10/9/2023,0.131105393,0.156109733,0.156712913,21,100
Market-Adjusted Model,90878,10/9/2023,-0.026867653,-0.001302844,-0.001260132,21,100
Market-Adjusted Model,90880,10/9/2023,-0.06638875,-0.041250607,-0.04078123,21,100
Market-Adjusted Model,90882,10/9/2023,-0.057557575,-0.033435537,-0.031950055,21,100
Market-Adjusted Model,90884,10/9/2023,-0.036083062,-0.010319175,-0.010475542,21,100
Market-Adjusted Model,90885,10/9/2023,-0.227665693,-0.227752496,-0.202058172,21,100
Market-Adjusted Model,90886,10/9/2023,-0.098595789,-0.060051735,-0.072988269,21,100
Market-Adjusted Model,90890,10/9/2023,-0.071098242,-0.047271587,-0.045490721,21,100
Market-Adjusted Model,90892,10/9/2023,-0.03187467,-0.006735264,-0.006267149,21,100
Market-Adjusted Model,90899,10/9/2023,-0.156867434,-0.133757522,-0.131259914,21,100
Market-Adjusted Model,90902,10/9/2023,-0.111588736,-0.089189022,-0.085981215,21,100
Market-Adjusted Model,90907,10/9/2023,-0.390434789,-0.432180047,-0.364827268,21,100
Market-Adjusted Model,90913,10/9/2023,-0.165163092,-0.150713319,-0.139555571,21,100
Market-Adjusted Model,90917,10/9/2023,-0.149758446,-0.076408428,-0.124150926,21,100
Market-Adjusted Model,90919,10/9/2023,-0.047344171,-0.022756684,-0.021736651,21,100
Market-Adjusted Model,90922,10/9/2023,-0.045836186,-0.01734239,-0.020228666,21,100
Market-Adjusted Model,90925,10/9/2023,-0.09417148,-0.070951176,-0.06856396,21,100
Market-Adjusted Model,90926,10/9/2023,-0.180076559,-0.153616063,-0.154469038,21,100
Market-Adjusted Model,90927,10/9/2023,-0.047058713,-0.022504382,-0.021451192,21,100
Market-Adjusted Model,90928,10/9/2023,-0.066381552,-0.041427632,-0.040774032,21,100
Market-Adjusted Model,90930,10/9/2023,-0.004588638,0.024302653,0.021018883,21,100
Market-Adjusted Model,90934,10/9/2023,0.039987313,0.067741828,0.065594833,21,100
Market-Adjusted Model,90935,10/9/2023,-0.061382602,-0.035447534,-0.035775082,21,100
Market-Adjusted Model,90936,10/9/2023,0.008418217,0.034986919,0.034025737,21,100
Market-Adjusted Model,90943,10/9/2023,0.056999966,0.085566708,0.082607487,21,100
Market-Adjusted Model,90949,10/9/2023,-0.009747931,0.016879129,0.015859589,21,100
Market-Adjusted Model,90950,10/9/2023,0.03238863,0.061735503,0.05799615,21,100
Market-Adjusted Model,90955,10/9/2023,-0.180303048,-0.155192461,-0.154695528,21,100
Market-Adjusted Model,90961,10/9/2023,-0.132193663,-0.112807585,-0.106586143,21,100
Market-Adjusted Model,90963,10/9/2023,0.016119597,0.042388986,0.041727118,21,100
Market-Adjusted Model,90965,10/9/2023,0.151832507,0.183006655,0.177440028,21,100
Market-Adjusted Model,90971,10/9/2023,-0.058445047,-0.03046791,-0.032837527,21,100
Market-Adjusted Model,90976,10/9/2023,-0.302139067,-0.32183661,-0.276531546,21,100
Market-Adjusted Model,90978,10/9/2023,-0.221350055,-0.205497532,-0.195742534,21,100
Market-Adjusted Model,90979,10/9/2023,0.04963506,0.080543133,0.075242581,21,100
Market-Adjusted Model,90983,10/9/2023,0.00185619,0.028173685,0.027463711,21,100
Market-Adjusted Model,90986,10/9/2023,-0.206649021,-0.1939973,-0.181041501,21,100
Market-Adjusted Model,90988,10/9/2023,-0.131147524,-0.093881432,-0.105540003,21,100
Market-Adjusted Model,90989,10/9/2023,-0.253333327,-0.233322389,-0.227725807,21,100
Market-Adjusted Model,90993,10/9/2023,-0.022329119,0.003934936,0.003278402,21,100
Market-Adjusted Model,90998,10/9/2023,-0.038095201,-0.013117261,-0.012487681,21,100
Market-Adjusted Model,90999,10/9/2023,-0.105945471,-0.078814052,-0.080337951,21,100
Market-Adjusted Model,91001,10/9/2023,-0.051777148,-0.027324441,-0.026169628,21,100
Market-Adjusted Model,91002,10/9/2023,-0.063326079,-0.03864251,-0.037718558,21,100
Market-Adjusted Model,91004,10/9/2023,-0.034594097,-0.008897892,-0.008986576,21,100
Market-Adjusted Model,91005,10/9/2023,-0.049247588,-0.022620091,-0.023640068,21,100
Market-Adjusted Model,91007,10/9/2023,-0.041836105,-0.016234247,-0.016228585,21,100
Market-Adjusted Model,91008,10/9/2023,-0.05866007,-0.033618589,-0.03305255,21,100
Market-Adjusted Model,91009,10/9/2023,-0.049461873,-0.02407251,-0.023854353,21,100
Market-Adjusted Model,91010,10/9/2023,-0.022529633,0.00305843,0.003077887,21,100
Market-Adjusted Model,91015,10/9/2023,-0.141228041,-0.121244048,-0.115620521,21,100
Market-Adjusted Model,91021,10/9/2023,-0.127999967,-0.077471831,-0.102392447,21,100
Market-Adjusted Model,91038,10/9/2023,0.056758738,0.08962697,0.082366258,21,100
Market-Adjusted Model,91041,10/9/2023,-0.011661448,0.016236445,0.013946073,21,100
Market-Adjusted Model,91047,10/9/2023,0.004553625,0.029940986,0.030161145,21,100
Market-Adjusted Model,91052,10/9/2023,-0.042396834,-0.016761111,-0.016789314,21,100
Market-Adjusted Model,91053,10/9/2023,-0.035514,-0.010318762,-0.00990648,21,100
Market-Adjusted Model,91055,10/9/2023,-0.011356838,0.014254946,0.014250682,21,100
Market-Adjusted Model,91065,10/9/2023,-0.064101626,-0.037294575,-0.038494106,21,100
Market-Adjusted Model,91068,10/9/2023,-0.029814737,-0.003532939,-0.004207217,21,100
Market-Adjusted Model,91076,10/9/2023,-0.144321809,-0.126875546,-0.118714288,21,100
Market-Adjusted Model,91080,10/9/2023,-0.048803545,-0.018583976,-0.023196025,21,100
Market-Adjusted Model,91082,10/9/2023,-0.15799999,-0.136829757,-0.13239247,21,100
Market-Adjusted Model,91083,10/9/2023,-0.084167444,-0.058246271,-0.058559923,21,100
Market-Adjusted Model,91086,10/9/2023,-0.368399509,-0.402096485,-0.342791988,21,100
Market-Adjusted Model,91090,10/9/2023,-0.018507791,0.009791551,0.007099729,21,100
Market-Adjusted Model,91095,10/9/2023,0.120579705,0.141863977,0.146187225,21,100
Market-Adjusted Model,91103,10/9/2023,-0.17854652,-0.162552369,-0.152938999,21,100
Market-Adjusted Model,91106,10/9/2023,-0.079267413,-0.05578279,-0.053659892,21,100
Market-Adjusted Model,91111,10/9/2023,-0.002894353,0.023323222,0.022713168,21,100
Market-Adjusted Model,91112,10/9/2023,-0.285194062,-0.265710557,-0.259586541,21,100
Market-Adjusted Model,91114,10/9/2023,-0.119653896,-0.098710601,-0.094046376,21,100
Market-Adjusted Model,91119,10/9/2023,-0.16187055,-0.147591832,-0.136263029,21,100
Market-Adjusted Model,91122,10/9/2023,-0.084419265,-0.059707924,-0.058811745,21,100
Market-Adjusted Model,91123,10/9/2023,-0.067077981,-0.041577857,-0.041470461,21,100
Market-Adjusted Model,91124,10/9/2023,-0.102796057,-0.080083433,-0.077188536,21,100
Market-Adjusted Model,91125,10/9/2023,-0.029901137,-0.001673908,-0.004293617,21,100
Market-Adjusted Model,91129,10/9/2023,-0.011871828,0.014523983,0.013735692,21,100
Market-Adjusted Model,91130,10/9/2023,-0.046153891,-0.021319222,-0.02054637,21,100
Market-Adjusted Model,91131,10/9/2023,-0.056954599,-0.032577021,-0.031347078,21,100
Market-Adjusted Model,91132,10/9/2023,-0.043804325,-0.018571303,-0.018196805,21,100
Market-Adjusted Model,91133,10/9/2023,-0.144164739,-0.124058398,-0.118557218,21,100
Market-Adjusted Model,91135,10/9/2023,0.096774161,0.128220435,0.122381681,21,96
Market-Adjusted Model,91137,10/9/2023,-0.045670251,-0.020766889,-0.020062731,21,100
Market-Adjusted Model,91152,10/9/2023,-0.024617621,0.001909934,0.0009899,21,100
Market-Adjusted Model,91161,10/9/2023,-0.133653844,-0.107028213,-0.108046323,21,100
Market-Adjusted Model,91163,10/9/2023,-0.019678023,0.009332444,0.005929498,21,100
Market-Adjusted Model,91176,10/9/2023,-0.034662981,-0.008033819,-0.009055461,21,100
Market-Adjusted Model,91181,10/9/2023,-0.024857334,0.001053573,0.000750186,21,100
Market-Adjusted Model,91182,10/9/2023,-0.009109226,0.017765621,0.016498295,21,100
Market-Adjusted Model,91184,10/9/2023,-0.051302952,0.051975524,-0.025695431,21,100
Market-Adjusted Model,91186,10/9/2023,-0.059867056,-0.028184454,-0.034259536,21,100
Market-Adjusted Model,91194,10/9/2023,-0.036778118,-0.010827625,-0.011170598,21,100
Market-Adjusted Model,91197,10/9/2023,-0.030863493,-0.00336387,-0.005255972,21,100
Market-Adjusted Model,91201,10/9/2023,-0.166944491,-0.149850557,-0.141336971,21,100
Market-Adjusted Model,91202,10/9/2023,-0.024559808,0.003615963,0.001047713,21,100
Market-Adjusted Model,91204,10/9/2023,-0.089752513,-0.065983452,-0.064144992,21,100
Market-Adjusted Model,91208,10/9/2023,-0.021580031,0.008520365,0.004027489,21,100
Market-Adjusted Model,91209,10/9/2023,-0.029826602,-0.004642964,-0.004219082,21,100
Market-Adjusted Model,91215,10/9/2023,-0.094242631,-0.067609502,-0.068635111,21,100
Market-Adjusted Model,91220,10/9/2023,-0.074530626,-0.049378986,-0.048923106,21,100
Market-Adjusted Model,91221,10/9/2023,0.008552184,0.035196857,0.034159705,21,100
Market-Adjusted Model,91222,10/9/2023,-0.065609527,-0.038927951,-0.040002007,21,100
Market-Adjusted Model,91223,10/9/2023,-0.022393038,0.003776969,0.003214482,21,100
Market-Adjusted Model,91224,10/9/2023,-0.054283465,-0.029223963,-0.028675944,21,100
Market-Adjusted Model,91225,10/9/2023,-0.053691051,-0.027616369,-0.02808353,21,100
Market-Adjusted Model,91226,10/9/2023,-0.004394355,0.021607141,0.021213166,21,100
Market-Adjusted Model,91227,10/9/2023,-0.044792799,-0.019792903,-0.019185278,21,100
Market-Adjusted Model,91228,10/9/2023,-0.025696709,0.003102787,-0.000089188,21,100
Market-Adjusted Model,91229,10/9/2023,0.037226199,0.065250295,0.06283372,21,100
Market-Adjusted Model,91232,10/9/2023,0.012816037,0.041679537,0.038423557,21,100
Market-Adjusted Model,91233,10/9/2023,-0.044739729,-0.019645006,-0.019132208,21,100
Market-Adjusted Model,91234,10/9/2023,-0.020850061,0.00635084,0.004757459,21,100
Market-Adjusted Model,91269,10/9/2023,-0.075232372,-0.047884283,-0.049624852,21,100
Market-Adjusted Model,91271,10/9/2023,-0.03821814,-0.012177969,-0.01261062,21,100
Market-Adjusted Model,91274,10/9/2023,-0.020904572,0.006717806,0.004702948,21,100
Market-Adjusted Model,91277,10/9/2023,-0.222371302,-0.196988731,-0.196763781,21,100
Market-Adjusted Model,91278,10/9/2023,0.088359058,0.118379386,0.113966579,21,100
Market-Adjusted Model,91283,10/9/2023,0.038851358,0.077756645,0.064458879,21,100
Market-Adjusted Model,91287,10/9/2023,-0.063905798,-0.039175637,-0.038298278,21,100
Market-Adjusted Model,91291,10/9/2023,0.002698241,0.028095726,0.028305761,21,100
Market-Adjusted Model,91292,10/9/2023,-0.015463822,0.010016446,0.010143699,21,100
Market-Adjusted Model,91293,10/9/2023,0.01777942,0.043000218,0.04338694,21,100
Market-Adjusted Model,91294,10/9/2023,-0.01361304,0.011626312,0.011994481,21,100
Market-Adjusted Model,91297,10/9/2023,-0.060782534,-0.036251706,-0.035175014,21,100
Market-Adjusted Model,91298,10/9/2023,-0.023057953,0.003742091,0.002549568,21,100
Market-Adjusted Model,91301,10/9/2023,-0.098623867,-0.074871242,-0.073016347,21,100
Market-Adjusted Model,91305,10/9/2023,0.023170802,0.054088205,0.048778322,21,100
Market-Adjusted Model,91306,10/9/2023,0.004807688,0.030089044,0.030415209,21,100
Market-Adjusted Model,91307,10/9/2023,-0.052379195,-0.025980531,-0.026771675,21,100
Market-Adjusted Model,91308,10/9/2023,-0.020566437,0.008610314,0.005041083,21,100
Market-Adjusted Model,91309,10/9/2023,-0.064491412,-0.039766093,-0.038883891,21,100
Market-Adjusted Model,91310,10/9/2023,-0.105376599,-0.080383984,-0.079769078,21,100
Market-Adjusted Model,91311,10/9/2023,0.02996511,0.055396858,0.055572631,21,100
Market-Adjusted Model,91312,10/9/2023,0.0100918,0.03628996,0.035699321,21,100
Market-Adjusted Model,91313,10/9/2023,0.037793288,0.062725222,0.063400809,21,100
Market-Adjusted Model,91314,10/9/2023,0.057242159,0.082316382,0.08284968,21,100
Market-Adjusted Model,91315,10/9/2023,-0.053692885,-0.026747573,-0.028085364,21,100
Market-Adjusted Model,91316,10/9/2023,-0.018627295,0.008246646,0.006980225,21,100
Market-Adjusted Model,91317,10/9/2023,-0.106640332,-0.086171164,-0.081032812,21,100
Market-Adjusted Model,91318,10/9/2023,0.031376375,0.059874907,0.056983895,21,100
Market-Adjusted Model,91319,10/9/2023,-0.030654205,-0.001099369,-0.005046684,21,100
Market-Adjusted Model,91320,10/9/2023,-0.058001898,-0.031831171,-0.032394377,21,100
Market-Adjusted Model,91321,10/9/2023,-0.028257085,0.002429497,-0.002649565,21,100
Market-Adjusted Model,91324,10/9/2023,-0.031732976,-0.00655062,-0.006125455,21,100
Market-Adjusted Model,91325,10/9/2023,-0.039574205,-0.01443932,-0.013966685,21,100
Market-Adjusted Model,91326,10/9/2023,-0.031080989,-0.00591675,-0.005473468,21,100
Market-Adjusted Model,91327,10/9/2023,-0.052578153,-0.027980029,-0.026970633,21,100
Market-Adjusted Model,91328,10/9/2023,-0.042675814,-0.017173601,-0.017068294,21,100
Market-Adjusted Model,91330,10/9/2023,-0.044790048,-0.019306845,-0.019182528,21,100
Market-Adjusted Model,91331,10/9/2023,-0.045407344,-0.020480949,-0.019799823,21,100
Market-Adjusted Model,91332,10/9/2023,-0.059570973,-0.035243266,-0.033963452,21,100
Market-Adjusted Model,91333,10/9/2023,-0.060817448,-0.036552415,-0.035209927,21,100
Market-Adjusted Model,91334,10/9/2023,-0.046524889,-0.02155474,-0.020917369,21,100
Market-Adjusted Model,91335,10/9/2023,-0.041638113,-0.016553982,-0.016030593,21,100
Market-Adjusted Model,91336,10/9/2023,-0.049038347,-0.024187921,-0.023430827,21,100
Market-Adjusted Model,91340,10/9/2023,-0.06059443,-0.036142841,-0.034986909,21,100
Market-Adjusted Model,91341,10/9/2023,-0.042919265,-0.017846892,-0.017311744,21,100
Market-Adjusted Model,91342,10/9/2023,-0.056803273,-0.031705367,-0.031195753,21,100
Market-Adjusted Model,91343,10/9/2023,-0.062291238,-0.037737025,-0.036683717,21,100
Market-Adjusted Model,91344,10/9/2023,-0.04464239,-0.019819657,-0.01903487,21,100
Market-Adjusted Model,91348,10/9/2023,0.009397018,0.044850285,0.035004539,21,100
Market-Adjusted Model,91356,10/9/2023,-0.024343685,0.002791212,0.001263835,21,100
Market-Adjusted Model,91359,10/9/2023,-0.016666646,0.020442561,0.008940875,21,100
Market-Adjusted Model,91363,10/9/2023,0.112338907,0.154761918,0.137946428,21,100
Market-Adjusted Model,91366,10/9/2023,-0.543749998,-0.684429531,-0.518142477,21,100
Market-Adjusted Model,91374,10/9/2023,-0.06123592,-0.037215426,-0.0356284,21,100
Market-Adjusted Model,91378,10/9/2023,-0.021073821,0.004326931,0.004533699,21,100
Market-Adjusted Model,91379,10/9/2023,0.084577148,0.177768522,0.110184668,21,100
Market-Adjusted Model,91381,10/9/2023,-0.02037197,0.006514805,0.00523555,21,100
Market-Adjusted Model,91384,10/9/2023,0.11193098,0.137034403,0.1375385,21,100
Market-Adjusted Model,91385,10/9/2023,0.070259819,0.094838056,0.09586734,21,100
Market-Adjusted Model,91386,10/9/2023,0.016416811,0.045675709,0.042024331,21,100
Market-Adjusted Model,91387,10/9/2023,0.055570838,0.081969638,0.081178358,21,100
Market-Adjusted Model,91390,10/9/2023,-0.132968521,-0.093768729,-0.107361,21,100
Market-Adjusted Model,91392,10/9/2023,-0.09381839,-0.068567447,-0.06821087,21,100
Market-Adjusted Model,91402,10/9/2023,-0.110651382,-0.082881731,-0.085043862,21,100
Market-Adjusted Model,91403,10/9/2023,-0.139058476,-0.118106427,-0.113450955,21,100
Market-Adjusted Model,91408,10/9/2023,-0.0836013,-0.058770985,-0.05799378,21,100
Market-Adjusted Model,91413,10/9/2023,-0.04159045,-0.01499657,-0.015982929,21,100
Market-Adjusted Model,91416,10/9/2023,0.033412859,0.073538351,0.059020379,21,100
Market-Adjusted Model,91421,10/9/2023,-0.102241392,-0.071545484,-0.076633872,21,100
Market-Adjusted Model,91423,10/9/2023,-0.05457842,-0.029933813,-0.0289709,21,100
Market-Adjusted Model,91424,10/9/2023,-0.033014721,-0.007168871,-0.007407201,21,100
Market-Adjusted Model,91428,10/9/2023,-0.853481481,-1.48640454,-0.827873961,21,100
Market-Adjusted Model,91437,10/9/2023,-0.161480619,-0.14748203,-0.135873098,21,100
Market-Adjusted Model,91447,10/9/2023,-0.054626612,-0.029654016,-0.029019092,21,100
Market-Adjusted Model,91448,10/9/2023,-0.084655293,-0.060999693,-0.059047772,21,100
Market-Adjusted Model,91449,10/9/2023,-0.050460033,-0.025524021,-0.024852513,21,100
Market-Adjusted Model,91450,10/9/2023,-0.045153881,-0.020468762,-0.019546361,21,100
Market-Adjusted Model,91451,10/9/2023,-0.062159568,-0.037633215,-0.036552047,21,100
Market-Adjusted Model,91453,10/9/2023,-0.023717507,0.002831933,0.001890013,21,100
Market-Adjusted Model,91456,10/9/2023,-0.071599016,-0.048693601,-0.045991496,21,100
Market-Adjusted Model,91457,10/9/2023,0.096254743,0.120763503,0.121862263,21,100
Market-Adjusted Model,91461,10/9/2023,0.015325656,0.041639374,0.040933176,21,100
Market-Adjusted Model,91463,10/9/2023,-0.033925655,-0.007642813,-0.008318135,21,100
Market-Adjusted Model,91468,10/9/2023,0.016597871,0.043823542,0.042205391,21,100
Market-Adjusted Model,91471,10/9/2023,0.014669306,0.047142077,0.040276827,21,100
Market-Adjusted Model,91483,10/9/2023,-0.054945036,-0.029766443,-0.029337516,21,100
Market-Adjusted Model,91488,10/9/2023,-0.133070881,-0.089217389,-0.10746336,21,100
Market-Adjusted Model,91498,10/9/2023,0.077333317,0.1080468,0.102940837,21,100
Market-Adjusted Model,91500,10/9/2023,-0.090324906,-0.06364896,-0.064717385,21,100
Market-Adjusted Model,91503,10/9/2023,-0.149824576,-0.122346019,-0.124217056,21,100
Market-Adjusted Model,91516,10/9/2023,-0.028965199,-0.001872182,-0.003357678,21,100
Market-Adjusted Model,91519,10/9/2023,-0.103180015,-0.075924801,-0.077572494,21,100
Market-Adjusted Model,91522,10/9/2023,0.270777414,0.273274935,0.296384935,21,100
Market-Adjusted Model,91529,10/9/2023,-0.080664091,-0.057497014,-0.055056571,21,100
Market-Adjusted Model,91530,10/9/2023,-0.081788006,-0.058260092,-0.056180485,21,100
Market-Adjusted Model,91531,10/9/2023,-0.083360209,-0.057585609,-0.057752688,21,100
Market-Adjusted Model,91533,10/9/2023,-0.074241067,-0.050340516,-0.048633546,21,100
Market-Adjusted Model,91534,10/9/2023,-0.122536608,-0.102694803,-0.096929088,21,100
